variant_slug,support,canal,fichier_integre,fichier_url,type_de_format,notes
j2r::web::300x600-300x250mobile,J2R,Web,J2rauto.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/rdLVS9F4bKG7loLovKNNJw/ci4fPiq_-9WwU0sRaGYckZEVeEw9QZQNPslwBbD3QcLsOqcKYzXTbcOl3tmPb9oUmbAKeOe1YH7alxiG7bZ4CH0AWbB_7Ixvkb5JbMU-AdkKgtpM-6umwz2NnoKxBFhDmSj1XBFUufBv8QEsieCuJg3vDHRdwhbmqc3QC_JO_F0/Toark5zNRcdTeGu7nkSUqlSiimZzEznTrrQQNN1KTWo),,,
j2r::web::1000x150,J2R,Web,J2rauto.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/TvCzl-OHjvWSje2OiCsZiw/ovp1OR8zZxvThqZfVu9YlzzuOHvGzDmkXXKYXM4UI8fHJlhwbcivwrORMmnymh76jIePmAeCUtzMjnrEBPch0QarJuN9SDHReA0yjUtLMCp48kl1OnSNRZE9Gqt97H0SajnAngcNlEd5zjMMWy2Cf0Kl9sW9bY61Z_HDzwfA6K8/ctq58tnqJnFm3XwlVRLjLudBLiB10eJvXhkPDEPj-r8),,,
journal-des-entreprises::web::728x90floorad-300x600-300x250mobile,JOURNAL DES ENTREPRISES,Web,lejournaldesentreprises.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/BqhDiBH20liffVzTtqhwcQ/nzV3VXq-l3NEQvGkBzFRZdOWlCyaJs9Dq9jJVLQoaE-4N1bmiSMR5UhMPMRSs2HaZSNeJmaKpO_LCGR1FYh2j5ACjcw_KIrY2muekD_dmBvPqgLjwOT5q1-LB6whZWI5Nr8KSFb0WRsoO4En4142JS6FRaKh08s_nklapjsCQ0AuxmuV7_ebVGOOLIOo856T/8pUevILMRxXW-9lWASab5Ae3KeADAHNL9uhVQgaLLFc),,,
journal-des-maires::web::728x90-300x250mobile,JOURNAL DES MAIRES,Web,journaldesmaires.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/yjI1ETOtw2AiuxUZYtzcGA/4EXPIhl2QyeEkWAxAGDsChrXPTUan9qVUJfMe0K3NdIk8npt75wnWG_813C0OtfPk-7uUqdlF2O9gQufso_LXbm9HHLq5B1luFE1YCiQ-nxOMSfTEmdHyQGXbSoSZ6quvORhcq8ITisViN7paCRgBuwm0v5N0I0Va5myMFjnqVo/7lt9KiBeV6_p8YGJ2D252XdasaYxMS7s1ptQ2hM0tZ8),,,
journal-du-pneumatique::web::300x600-300x250mobile,JOURNAL DU PNEUMATIQUE,Web,Journaldupneu.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/L_QumXZi4BOXB-HoeHbbrg/79JzMhzpnU8l1723Ncglnfl0t2v6SgVVH1VHOAmFo2BzjP49SckgBE-OxjM4XmVGmVdHAdHx2O-lhenYvl14VSX5gSwTBmnp7zSN6CTeOLtGsyQXiqh5rRTkNKWOJyajmamrzBD4XVSW70N13orzcrkQwAZ8PpS9ARo7g-0IfSM/fh5kLf4xoS1YnsgR_Afdn69N0TOe4HJpaIhPeRFgqlM),,,
journal-du-pneumatique::web::1000x150,JOURNAL DU PNEUMATIQUE,Web,Journaldupneu.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/ikOvV1x-IGUE43CXOGVPug/7Q1NvVcmYeDV6fXO7RhGcS_aGGe5ttvTSEaQ9af1joIwj1HZSjxJBmQAY5EMOW47Sy1bRBhagREFH93OEyz0N8Xt0etVPqLZbWH07PBka6lhB1u0HEcTRDWV7hrCd52N9a_FpOT4L7bUO31gytfLF5WqxonCRb_l5Q8l9-ARI0c/UQSUFXCU_Iv-CzBsT32Y0RBv1NywP6aAJg375GSFgOo),,,
kine-actualite::web::250x250,KINE ACTUALITE,Web,Kineactu.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/VUcK5EPRxOHTZRseyPAXpw/Xic9nM_WhZNk7iqdvH8HFQKnWHaZXwoTzsHII2ko3j-xQFiMOzRzCumC-OPju2YjHFAiP2DUJZMSf450gsLwvZD94VkVcN8O8ef1JokVLnyvVaf9WNKh4jrGT8X4zvyFXz_HmBrrNnD4VwHPEEW7EDgackNQ3t7q5xdzz1OMmwM/H5bcVx_u5kTBE9XHyeqbo14761Fc9H6S0v0Z9Lnyl3Y),,,
l-eclaireur-des-coiffeurs::web::990x180,L'ECLAIREUR DES COIFFEURS,Web,Leclaireur-coiffeurs.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/9_pwyJpu_lU32urqNdXQKQ/GFkUadeWgW2Nr8Qgjpu6krzN_HnpXa-9zjfkfrgrx8h9bpiIda_eh5tFbpsh9Tr9kqSK1WOoof085LAk--SJbd_FOvygLYa3EiyUxz0KmrWooD4a6sffg8GQlxhjwoCZmDk8Xsdwy1Tp_F6U1G75WIrPEtT42GUjJOZ6aCuDBe2_fHLEsZSvCULhKHBYT273/tEhzhxRVm0-iAanL_eMPO2hOTqDN717Lz9m0xHPpH14),,,
l-eclaireur-des-coiffeurs::web::250x250,L'ECLAIREUR DES COIFFEURS,Web,Leclaireur-coiffeurs.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/uuA2YS2fn-ZVcCoz8cg2yg/HT3p7BrwUlNyGCZUxEXIkZu7DSgI__gm7k-Y6VmNbT3BEe2pIK1ELsckg3a_Gu3EbV5fmu315exvtL4hG_jVaVRZSWB7X92dGTx0aqMBEkEjF1Tn1PR2T5HYgtd3VYRE-x-8_qMjYLKCEjBmj2aToGX2XquYS1FHXEJQKD5KUjc0l5mizBnsvNqL_s-vHiMt/7ETIlELHTl0HQVfz0lrRmOtt8K6vgK3ZVzKV4mWlGiw),,,
l-express::web::970x250-300x600-300x250mobile,L'EXPRESS,Web,lexpress.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/SUrWq2zkIiflBqMfc4-c4w/CnQ0t0_xJZV-427X4K-0xm1bqWexbF_dCTzo_Wr2ALWiEK7Ce1nQUEH5pPKhHOVqJgQdxAXXyH2wmI1vC5IzaCGyyE4PinSRAYtgtcL6ebwnmlRNhCaHFQEWtmbpKHLbn5lyICpMcepJePJDCP2hec4iIm6Ewg5s3T2sre4Kx_c/le9J-3lnmuImZrfJM4uiKKqT3sUUsI4YF1R9UzAiAe4),,,
l-hotellerie-restauration::web::620x90-360x60mobile,L'HOTELLERIE RESTAURATION,Web,Lhotellerie-restauration.fr.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/LJQEGoW2sp3unWfirEhz_w/i49xFhuJTYZFd3ADmqZumZ7Pv0G_Lky4bWOef4-Ve1ABfwiUyPMQmyq6TC_bMb1_AYkQplBwpIDo7lBXR67oae-Ni2mJkTksDco14p_PRHMk84wck9fW7xJHvQZHKe8pb6_HgkJpHhXb88vvhifuSD9GI5yAiafHCSll8ZQHCM96fv9_SqPT5oJvT5YdL3qg/YND4cpclmuJfxWZIQEbAXi8YVKod3_FQGVmTA0mgsrQ),,,
l-informaticien::web::729x90-300x600,L'INFORMATICIEN,Web,Linformaticien.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/V_owYYvJyT2jBlhaby5M8Q/-5UxL68uDs8VOTfn8IppEmEirUfY3Pasx-MArVNn8RSJ9aBLZDzXLySNBvi0LuCsqk-UFDpq_1UpVV9hWnpde_K6FytaIE0YBLcVpIldElPWgjBJmXD4_d30UOkq58BpkCZVG0iUnX3lIER3f8GCrnd8qRwHaIZPQID4K7tsik4/Gm3hB2EOJNJ7_xAqHcomL-2czpYh5WIS1i2t1ZLmGJw),,,
l-information-dentaire::web::1160x90-320x50mobile,L'INFORMATION DENTAIRE,Web,Information-dentaire.fr.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/tccwZ_Mvd9SbxsYoynR3yA/9aMvmXTjaNbRzZDb17Y5ltpj6uPn3NqulkNPEz6E-e_LxF1AHLRdeWKsz5FgR0ptJM8OLKeql45w2UYZRU2I8p4COE-y-XsE9KZcjFjiYVsQ1QK7NjiMXqJMWcLRdOJGEWXgRQ6RGhzANl81BzFFVYy1HIqs487GR4cnXIpCMOJCCj2-qWJHgrD8zxn9DfOi/7nXCr8SXISsyoDpXfaQpR1RUk27c0FDf0HB__wrhf1s),,,
l-information-dentaire::web::300x600-300x250mobile,L'INFORMATION DENTAIRE,Web,Information-dentaire.fr.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/D6U7EmBS-aqcW2-lAB4Nzg/XlOCt1WWsk-qcEBWK7mqK0sxCuB9Ye1w3HbDXIJ1aSnx2gkpi8-sjfjyxoSeVAMmtbNXvrZb5AsfpG6Ta6voOFj2mLZdRxTevgFSXnIzh5yepzzD0uvnUIr2pUIMEaSBh2iKh-zcNvBHR2nXDhq6SRB7D_BV0caBQCCObT5e0c0209gTW9AOAUKPte3CJBXM/y_WM6-CoB1kW4sXlOQohL88Hx3VBNgUvh6RnS6fYdUU),,,
l-officiel-des-transporteurs::web::300x600-300x250mobile,L'OFFICIEL DES TRANSPORTEURS,Web,,,,
l-officiel-des-transporteurs::web::1000x90,L'OFFICIEL DES TRANSPORTEURS,Web,,,,
l-opinion::web::1000x200-300x600-300x250mobile,L'OPINION,Web,lopinion.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/K5_MWOasf9RBMt9PgOpATw/8jC-0MzKhfOxg5s6OgfHK0HMHkSpF1xDF9FqCApcIsTghmT1lRrDhkgsK_SsFLJq3lWhU0vLsIEvA_yp7qDcUq3u7bJ6UgzjqdAR5lYvErJsnhjCHB1-cDgcRTqgW3UZLBL99PNl9Qw_a-0k3fcVFV-OCyIOBPs2QANmuR6D6Y4/wu-Ngv0-XllFMpl-TofpjoCa96fpvfu_RU1bG9iJ93U),,,
l-opticien-lunetier::web::728x90,L'OPTICIEN LUNETIER,Web,Opticien-lunetier.media.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/cDIyH8NpjHpUX6mHN-h_xQ/Fcr0NcQb3-AjoGQ_nFXfkF17iw78lxxArlAKUcxeRJCgMse0MM-InaS5Uz9DvdMrC0k7_5V4arJpPN_-UzcH2kA05AvvhIPJUEKbgHtPki50JvWcbEeQ3uS6ErgLi21jg7Oppsxbzo_OQJKDrVk2OVJWsm1IzX2yaZbrzdRA5_k6zkcCEq7PleUXXiEPxU3k/_jKjHtFHfEK4AGY4LtdolZqGDuxSKZQNvz2DRiY2HlQ),,,
l-opticien-lunetier::web::300x250,L'OPTICIEN LUNETIER,Web,Opticien-lunetier.media.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/V5cQxuw7OHIHPJaGTP8pfA/FBfMeNbhLgVMxfqObgy_KCIsvkmqjBGjaak3DcboTj-FGk6EnVvF8_3opt_etnO0SjlouAStUsrm_V910nddEcOaLQPPfocxhCJP-OkbwVGGzXRjTdGLwD9uBAX1k0wYXte3b9ZzJA3_xwfLnEohyrRgk3pq_QLedlVRXwAoe0_GRC_N1axFa-yTe5hWdMCY/-my2VNBtWdr_W_zPakpzTjXsD7C1FIIKRAYRrozJvaQ),,,
la-classe-fiche-pedagogiques::web::300x600-300x250mobile,LA CLASSE + FICHE PEDAGOGIQUES,Web,laclasse.fr.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/e3qe4D2JC5-saywsisoZ2w/gwMC9zwT8NyuhnDW6gnfETy42ddTllTeivOeLk9uYpPasM3N5WwOmZhWsSctGahA7KVmk34hkAVA6qhXAP1ckW9r1ie3_KK4bXkttbXMQQQ69fyuB1wQJ5Kz7EVR5Kkfej8HVLtwGgi8PuaN5pzO00CXvgU3DgEUyu1tI4XCjqs/Srre2OxxB2oZc28CVYV6E4CFl9CCVL1pi50L3sLLo7U),,,
la-france-agricole::web::300x600,LA FRANCE AGRICOLE,Web,france agricole.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/I6PlINx9yFxGdwfOhubg7g/_2Ex6OPtmViDAscMNd7oGitTkhlbr4FAVhaCJIiXQ92PjZFZjCJjQ3NW6ymieQGmtwPEtJ9Q1UHdxiCbeEX0WUOl9O42Bf-AKEeon6JJuhcMpwPDTpJFeeXilJzyZix1rRe_nJL1AWaOzjAF505h02YfFbi3Iqu2hyAyIaAiwy8/9fH1sLgCanB55Q1V1C_hQyvlHXhFbxrN6yQt0V7hp2c),,,
la-france-agricole::web::728x90-300x250,LA FRANCE AGRICOLE,Web,france agricole.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/iVJC525qv6JRyU1Jv-Xdow/bk7hD0MDrW1jZnfDhisWl3A6HcgafQQVLL4dRAtff4GiVz0wIIMh0p6Sg_kuO4cPYmN250oTJYt1jAFciKSMJ8NhYVbaxL_Hr8DI95zWeab1zWSPYA1pSBvxbDfJwk6lMqdn-nYVE5ZMpaI_xkrBKFIz8vvjpKLuqrm4__UYo_A/skNSrGCDwNtosAbhkfAw7rNZX0KxgX2BvRfGf9lErHQ),,,
la-meteo-agricole::web::728x90-300x600,LA METEO AGRICOLE,Web,Lameteoagricole.net.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/TFKuHs0GXIG7gzAf_gYG0g/IjIoNrlGGbz-xuPHHVVV9NHX3E28VA5tuMOD17uPsTWceiMO8Ct91DvlKLhjLL4gCAF1f065xhcPVS5TuqVtZgQwKcEfZosaUHZEQZZkmSnwfGs9QDKgiWJeLT4hMf38E_VG4I4fK1pLAVyp_CxK-DS9bEGSxEhQD019Ze-zBP4/fXFYf1pNayaNUbiwLTMmcY7seMrdPOdf24oQhoZY2X4),,,
la-profession-comptable::web::728x91,LA PROFESSION COMPTABLE,Web,Laprofessioncomptable.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/zoyenPqxUnWBWAkh-Ez2hg/nXMtgtOwgpCZL1EJ9dHW1S2vuR7nT-hfn0QzZB_Lg4i7eVKD_wOBqTGJVe_FaAS-V09Ry9oGEjSYxJ5w-TBVp5Jj7pi2g-McAp38DCdZjyroesaB28HNv4VKO_sC-YLLn7isMs487lMnvb3gY5Uh_cOX1liW9iGxdIsleuaigC7HyKJO7ygzKqudIm09DA5N/H4k7c6t1a7QQQpHQ_Ko9eMY7iatACvGQw7rZNk4bc2Q),,,
la-profession-comptable::web::236x472,LA PROFESSION COMPTABLE,Web,Laprofessioncomptable.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/ratk9c5_hdsLUorNVtE17Q/x0eJnmBOgQwJOjjd_OnB-ceDamHwJEfh_7F1Fy_sde86qSLI_SaxNCrvYtSC9KX0dlErQafU6iVCJTVFpWqNBXJtyEEBZ4erdAz-o9U-BoorGZGUQYv3kiA1aoUckS3bJiBcLvnL7kUcq3-BJ4J_kUD9hq2QuZ76S586_zz36M98v8qe367zczju-nyDbYar/T51JoPh3SlYOoJ3lx4eSLzk23IHaYQhZMNOMJDor6uo),,,
la-revue-pratique-du-froid-et-du-conditionnement-d-air-la-rpf::web::300x250,LA REVUE PRATIQUE DU FROID ET DU CONDITIONNEMENT D'AIR (LA RPF),Web,Larpf.fr.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/vw-Nr76dWYauG5ucX-9eag/IWDIFGVKWHpG6MHdb-Ja2T-74oyC9x40-NaKvwQBDc5Fcg4rxKfbwUP5PZ_GUUDeTtpdXUl9779daGHlzY-SuvCbOjqiq0xLX2uyW308tHeITiYvvG4sgiYdffl5U9K4N-r3mtSosJ7ip3GAWjmw3yWzIZkDFKtZIAyagVdq1Ug/G0Rv7a1GVZdoIYCV7ZzcGum7gCr4z1MBnN9jO9hQSHg),,,
la-revue-pratique-du-froid-et-du-conditionnement-d-air-la-rpf::web::728x90,LA REVUE PRATIQUE DU FROID ET DU CONDITIONNEMENT D'AIR (LA RPF),Web,Larpf.fr.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/XmTsPMkB0WvMCPVNX-ImfA/pJnF8mVsyPzF6Tj74Urgkk_-OSHwk8tMx9Uf3VLWwsVkPrfm1B6r-RliCaYpdV1AI0r3qnN9zFD3Hy_PKBtmzRu-nN246vBwOCGaTAdWQsh1HTs676_f3Cjgx_wuhiCCb0LvBhfU76uRjBrwfJ4jH2BC1Ip7xfuQ5EvWKPFm00A/e_pFo0jcpw-5ugHtUO2CNEo0__S0nEGr3z1RcQygPjw),,,
la-toque-magazine::web::1000x90-320x120,LA TOQUE MAGAZINE,Web,latoque.fr.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/WkeJi81w9j0-WYfgGdJBcw/38nXLoDIg_-zpxm0S2rT6JeUQVBeL_ycNIMX4XfMna-WYgJyUQG0rbW58Ekob9b83hXn8EYT28aZBbW5Fp1kKVT4i1_GSXnOBYMjlebDFAGk9XwB2LNFAP_0rBQd1Po50upKSmEQVRRKA9fA3Nf_0a4ExJn6i8qw20Z5MZIFXSg/MNiKWY41vKmb0CtB1gA-Y-DFOn4xUwtZ3b5R4RNBDvg),,,
la-toque-magazine::web::300x600-300x250mobile,LA TOQUE MAGAZINE,Web,latoque.fr.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/WDlFO3-Gp4ym2ZpS6ZIBuA/jNl1DTQWDqX1oGVlV8Uh0L09YubffC25jFTuvF2wCuBP-fFFZ5PJlVN5LPyMk15u-CLO08KZVg9tZWx4q4xKRumagEO9QrQ3hnoLxuBLz68GWFJomSjqbpQZ9RMPm67N95_R0h1zWcaO9-N6M7wJxHoshi-dpuKoXfTLUPUT5xc/OR_POO1IC958WwNmutN9Lg-VtnIkVM1bwYVyPUYqbho),,,
la-tribune::web::728x90-300x600-300x250mobile,LA TRIBUNE,Web,latribune.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/yUMkgPEaYcs8Ks6HguVfSA/czC78liKPgX2NkeiU6ILW24hl9RtLAJwD_hmIN0qJQ8uZPjNI6-mwoRDHIfUdqP2Ppn4KzZ60_Ce6AtUyAcI28NrOtgi3Ud0IQYj7C3gdeKhssLwxBI2qZf0VBOSmqIvf24kUGq2loqWs70JeOcCr_z_W3Bpq2uP3e2bznlLD7Y/b6xQ3zoG13uuWQmTAIl82GLnf3CRT2_QQS5ZWaCXLKs),,,
la-tribune-de-l-assurance::web::970x250,LA TRIBUNE DE L'ASSURANCE,Web,Tribune-assurance.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/8HIexqMdxq-1BZAEIBzFYg/Oq15HiocKIuF3aWdcyNixnBhgCo-O-YAbzHyZlaqxvgGYTwdL1ej7nXCwKCYNvDwylfxGFE8_xdGAuwlerDHIINJdMeJgTLB3z3KG4gW2p1D74K1nJBHtzJgR7dZ7gDEn5YtjRVrgzV4D0eKIWxl3jyjVoWGd1P-JV1G1Pua70c/ulvKGw66jrJ6TOeEsMSFg4kqCy-0ZvJFJLQvCc1e_zg),,,
la-tribune-de-l-assurance::web::300x250,LA TRIBUNE DE L'ASSURANCE,Web,Tribune-assurance.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/t577y_sQylLHdMABoqOHkw/HOWx7QMLsPFfsIMMIm8pxcAYQdJf1csG4o7ADTwt5-qC7M6JvoEwnmZR359J-Q-_L6-VG2UFTmZLrIIx6pGbsjyJjakOoVXMKPLWOlR0MYjcmRk04sWWK7jYBsRmyWTvYTv8yZ4zpOpJLALCHiDilbfCCWOUQm93lfOf_Vl2bGk/uTLPiIt5fM12hxtDyn_O_3K-nsL3piziK0gL1laqfHQ),,,
la-tribune-des-auto-ecoles::web::322x322,LA TRIBUNE DES AUTO-ECOLES,Web,tribune auto ecole.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/f6lvgciZ8m-qW9cEZL-ezQ/Cx-Obv36Vlxn6FvzO41fNhzK2KhghiKjZpPLaYenBEMN3l0IVX8dA5KrrsSw58q6sqNdFpjiAkiLHHzU-afvXtkq3CdAymvN_xbnDMadR8Cp6H9YvveIBQUVt046L9nUaeI9Fyj2gc_hSkzKAceabGdy_eKD-JU2TPDw4-pBdO8/Fcc9ptXCsrKqDmsSAcs0chEYcpGwxNAFUUGUfOrvt4A),,,
la-tribune-des-auto-ecoles::web::730x90,LA TRIBUNE DES AUTO-ECOLES,Web,tribune auto ecole.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/bHbbohWeUXJH02Ch7BGBmw/AzvUbe9XD_KtBVccbKynXnCYaSlPDLZ56eiW24HiKie7Wl3274t6fF3-cJRfwJF5djfL036CFn-FVdEkxgsDYuujzvzwmJSG67TxHiZACjyy2_f4QrhQUuteJJo0iBbvMZK20Ik7GkQvXgWED5JQw_r2d_h9H1mSqcRhhH7Hue8/hVz1mCoRpfbIwZhwkteKssEJiElqN-3VtCJfnafbvcQ),,,
le-blog-du-dirigeant::web::728x90floorad-300x600-300x250mobile,LE BLOG DU DIRIGEANT,Web,leblogdudirigeant.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/6AY4KGelLHmYOq6a9UjtqA/LpdXv5jZg3Gx5qcFmwAa7BblCp7Vkuivi6IrNT1IX8m7UvbO9r4sEJ-8b9LJKf6ve5P4BTCGJgS7TKwHFcj1BThTCUjjo0_wniFwWXI_FQ-GfQnRVhtA_qqIopK1auuF7_bw2_fXdzoSskr_jliyIBLvcL5_f2x5kbrUHoYwM9k/f9qT5vY5ZO-Owa8tpXTMQgXh9WvH3gYonjcmj4vqvdo),,,
le-courrier-du-meuble-et-de-l-habitat::web::728x90,LE COURRIER DU MEUBLE ET DE L'HABITAT,Web,Courrierdumeuble.fr.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/spTr_1lUqduaLUgAPiFmEg/W8ZogT1sxvFetkcaFNa2q5zMFqu2MyiDG-I2SPkHKOS9NlyDhnBblR79NcQx8r_L7225Q7-pdhVwT6abXriGQ_zrsqCeWuLWd-qyzTwYAefLC-u8R1kXNfR8Aezp17lzKYfz9MF-K_ACZNiqA1waIS9sqrm08ytxdLYYUWjUCOw/3hjtbMmLVjPuAYvzDmYoOFQ4oS8E4JbaG45XRxywE94),,,
le-journal-de-l-automobile::web::1000x150,LE JOURNAL DE L'AUTOMOBILE,Web,journalauto.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/jZE9NkkXTlIpWipm34my8w/NLXDfeDG4z189ib1wIQofijlL-CNGTLleu9YjRU6edV60jRADhhnLr7i8-xNayBWvOVmPTJfz5z9lj-dwvZFoTKrmLrngB5Qx81QAxb2LjX97QBaZVTN5A7ouI5TnE-iVq531w-MyYJBz9QLo8AhZazCUsjDcuL_1xd4XR2R33o/CzOSMpvnBLHH_HxnGFl62MWxcjTnz34w5xMBYS968I8),,,
le-journal-de-l-automobile::web::300x600-300x250mobile,LE JOURNAL DE L'AUTOMOBILE,Web,journalauto.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/arkqvRfz-tJEPSLJBo9DWA/Co-jDzFaZ7eBGszobTmT6fBPHEGLv-EOjwIILBTqTnuIv-ifO-9UYpWwCFdjr6Krw_1KCCc9JjFRyYWPDmuRFJ_BJuJSlzK9Z_sfGHffosLnBCG7SFP9mAVubFbcbMSAsYQ7_FPDDa2wTrbJM_-c4xlHx7W56ThOwsdCQyMnCjU/oCZws4mXHcpcyQkHRFbugJZoh2s_MgEGzeB6dMc8Iqo),,,
le-journal-des-flottes::web::300x600-300x250mobile,LE JOURNAL DES FLOTTES,Web,Journalauto.com - journal-des-flottes.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/0x5K-E3n8hcOj2EyVGMwfg/FHz1TrRB0tk000gspPlOO7jitrmixgS4lwLrFyZKvGshn24sETUA5N_UrzNSzqm5MYjSTIYM80g07hMlDR0z4bOLwhIHYwkCkj3tLb4tB_0XKdEnlUi9swtjxBG3ZKDRm_03DaJb5slig4Jmcs_3dkZJ-pH40JqlwAMivwUNTmgW6rRZIXYZOsYmifglaeQ6/Kmz7Z-Jq82csG88U-KNWPC1UauGHPX02yUKOZOYJnuE),,,
le-journal-des-flottes::web::1000x150,LE JOURNAL DES FLOTTES,Web,Journalauto.com - journal-des-flottes.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/kN38q957Ui3aHtb0qOW6pg/Tn5yZuSWZDXszJVaBYD7vgGSb7878XSw0p_rrhPnUmHxXF0wo8W88zVFsQH-RRNCP87QLX2XFGposrenmP18CeCmigYP1auStPfXsn84YUlnYZDhm6h1BWWDFuKYfF4Ocq2DkW_zmfiLcVHUy8iTJKl_xvdcpWdMsxCTtrsX8yC3hvUTD_j2c5s9M1uzF-1K/Ahul3Abma9Qf_7oQHFqSr7SJpMiMGZiDdJyF1LCYi5Q),,,
le-media-social::web::728x90-300x250,LE MEDIA SOCIAL,Web,Lemediasocial.fr.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/rjOlWYhnYNU9wGYy0uI_cQ/lNUCxN2RR6r6efzutwqn7BVotPE_9bpBbG7me7cs3oqblabRcgNJv0DhDG_7crCC6B0MNJDyhlfvvSNAYuFtyEz074tMN3dMjXFbqu8uPsqCI7hE26gMDbhmlCsU3tA4mnfO5ydAA7cmXzK7vAS7XWXHZWklfrfecTA-YuV5b6c/uU5c5BwRPqi88VT_1-0ibbr8z9R5XrwtgacfBwGclrY),,,
le-moniteur-des-pharmacies::web::728x90-320x50mobile,LE MONITEUR DES PHARMACIES,Web,Lemoniteurdespharmacies.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/kUGx9hGkdJ6S00Gi46catQ/5Jo81AxJUyoiJ8cM21P8r9qWHRWLfZSoiOf6iPx3T7MTvW59_dFZcNEt_fpZziUzPn6UJC4A6KkOhq4Ya-R7c_tmy4eOC4qC6vuAhghTMJ8wV-SUx08AIBbJx6wV9KFokzYCvgD9PV-6ADLm45Nj7GmflMR--Kd_-3kj2myU1bkgR_rbiKmMp3dNKJA8OCtV/sILoEWgDc-bR4TFKQ-j-MLKUXgQU26jRkQ8LD93bTYk),,,
le-moniteur-des-pharmacies::web::300x600,LE MONITEUR DES PHARMACIES,Web,Lemoniteurdespharmacies.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/GqtanXnyYiHxlLRndXVr7Q/crIclWJjQx8fdJ5vC4GwAeJ9nbGY-xv-fp3EAOVU7Y7FqYLAaOlOiJ6kaYEj3MiJ2KCt_NH50Rx6VXX80d5hJkExcZiSBvaDAE4nwnqY0Z_V38RfLdAJJriMXKULyjw6c19XpAj1zLD1JrJ5rLbmWP8jnO8GgE6gR7V9In3fsIKOiY6b0xLMRPyRAGSoVLgL/OZYTCMjRRyuzhWFWNhMOKBsUWvlPfVDv4FAz8Mulvgw),,,
le-nouvel-economiste::web::300x250,LE NOUVEL ECONOMISTE,Web,,,,
le-nouvel-economiste::web::820x250,LE NOUVEL ECONOMISTE,Web,,,,
le-papetier-de-france::web::728x90,LE PAPETIER DE FRANCE,Web,papetierdefrance.com.png (https://v5.airtableusercontent.com/v3/u/49/49/1769112000000/CH6Ec30g0STLM8jB_NdQVg/wscUwyYjru-7hhihnFEIPG_5IsrCzMheeptOwr2hoP1fMts2G2PMn_9kq2Qo7vBdSAwHbH8OnWnCMTO4oJqXQ-dYD13qDJesAjCwCMKg-KkXOylPILiUJ_5eZ0_Zj6vj0hT8pDvc1JxdOpR2aIWnM2JvaATZqFxixhqiU5VThxo/ekDidmHE_pNoFIYaxF5BQiRWZgLA2yu2NWuofhPOfpc),,,
